ADS,"Alliance Data Systems Corporation provides marketing and loyalty solutions in the United States, Canada, and other countries. The company facilitates and manages interactions between its clients and their customers through various consumer marketing channels, including in-store, online, catalog, mail, telephone, email, mobile, and social media."
ADSK,"Autodesk, Inc. operates as a design software and services company worldwide."
ADT,"The ADT Corporation provides electronic security, interactive home and business automation, and related monitoring services under the ADT, ADT Pulse, and Companion Service brands to residential and small business customers in the United States and Canada. The companys electronic security and home/business automation solutions include the installation and monitoring of residential and small business security and premises automation systems designed to detect intrusion, control access, and react to movement, smoke, carbon monoxide, flooding, temperature, and other environmental conditions and hazards, as well as to address personal emergencies, such as injuries, medical emergencies, or incapacitation."
ADUS,"Addus HomeCare Corporation provides home and community based services to older adults and younger disabled persons in the United States. It offers personal care and assistance with activities of daily living, and adult day care."
ADTN,"ADTRAN, Inc. manufactures and sells networking and communications equipment worldwide."
ADVS,"Advent Software, Inc. provides software products and services for automating and integrating data and work flows across the investment management organization, as well as between the investment management organization and external parties worldwide."
AE,"Adams Resources & Energy, Inc., together with its subsidiaries, is engaged in marketing crude oil and natural gas."
AEC,Associated Estates Realty Corporation is an independent real estate investment trust. The firm invests in the real estate markets of the United States.
AEE,"Ameren Corporation operates as a public utility holding company in the United States. The company is engaged in rate-regulated electric generation, transmission, and distribution; and rate-regulated natural gas transmission and distribution businesses."
AEGN,"Aegion Corporation is engaged in the research and development, manufacture, installation, coating and insulation, cathodic protection, distribution, and licensing of proprietary technologies and services for the protection and maintenance of infrastructure worldwide. The company operates in four segments: Energy and Mining; North American Water and Wastewater; International Water and Wastewater; and Commercial and Structural."
AEGR,"Aegerion Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes therapies for patients with debilitating rare diseases in the United States."
AEHR,"Aehr Test Systems designs, engineers, develops, manufactures, and sells test and burn-in equipment used in the semiconductor industry worldwide. The companys systems are used to simultaneously perform parallel testing and burn-in of packaged integrated circuits (ICs), singulated bare die, or ICs still in wafer form."
AEIS,"Advanced Energy Industries, Inc., together with its subsidiaries, designs, manufactures, sells, and supports power conversion products that transform power into various usable forms."
AEL,"American Equity Investment Life Holding Company, through its subsidiaries, operates in the insurance business in 50 states and the District of Columbia. It underwrites fixed annuities, including fixed index annuities and fixed rate annuities, as well as single premium immediate annuities."
AEO,"American Eagle Outfitters, Inc. operates as a specialty retailer of clothing, accessories, and personal care products in the United States and internationally."
AEP,"American Electric Power Company, Inc., a public utility holding company, is engaged in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers."
AEPI,AEP Industries Inc. manufactures and markets plastic packaging films in North America.
AERG,"Applied Energetics, Inc. engages in the development and manufacture of solid state ultra short pulse lasers and applied energy systems for military and commercial applications in the United States."
AES,"The AES Corporation operates as a diversified power generation and utility company. It owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries."
AET,Aetna Inc. operates as a diversified health care benefits company in the United States.
AERT,"Advanced Environmental Recycling Technologies, Inc. develops and commercializes technologies to recycle waste polyethylene plastics; and develops, manufactures, and markets value-added green building compounds."
AETI,"American Electric Technologies, Inc. provides power delivery solutions to the energy industry in the United States and internationally."
AF,"Astoria Financial Corporation operates as the holding company for Astoria Federal Savings and Loan Association that provides various financial products and services in the United States. The company accepts various deposit products, including passbook and statement savings accounts, money market accounts, NOW and demand deposit accounts, and certificates of deposit."
AEY,"ADDvantage Technologies Group, Inc. distributes and services a line of electronics and hardware products for the cable television industry."
AFA,"American Financial Group, Inc., through its subsidiaries, provides property and casualty insurance products in the United States."
AFAM,"Almost Family, Inc. provides home health services in the United States."
AFCB,"Athens Bancshares Corporation operates as the holding company for Athens Federal Community Bank that provides financial services to consumers and businesses primarily in McMinn, Monroe, and Bradley counties, Tennessee. It accepts various deposits, including non-interest-bearing demand deposits, such as checking accounts; interest-bearing demand accounts comprising NOW and money market accounts; regular savings accounts; and certificates of deposit."
AFFM,"Affirmative Insurance Holdings, Inc., through its subsidiaries, is engaged in designing, underwriting, and servicing non-standard personal automobile insurance policies for individual consumers in the United States."
AFFX,"Affymetrix, Inc. provides life science tools and molecular diagnostic products that enable parallel analysis of biological systems at the gene, protein, and cell level primarily in the United States, Europe, Latin America, and Asia."
AFFY,"Affymax, Inc. operates as a biopharmaceutical company in the United States."
AFH,"Atlas Financial Holdings, Inc., through its subsidiaries, is engaged in underwriting commercial automobile insurance policies in the United States."
AFG,"American Financial Group, Inc., through its subsidiaries, provides property and casualty insurance products in the United States."
AFL,"Aflac Incorporated, through its subsidiary, American Family Life Assurance Company of Columbus, provides supplemental health and life insurance products. It operates through two segments, Aflac Japan and Aflac U."
AFM,"Affiliated Managers Group, Inc., through its affiliates, operates as an asset management company providing investment management services to mutual funds, institutional clients, and high net worth individuals in the United States."
AFOP,"Alliance Fiber Optic Products, Inc. designs, manufactures, and markets various fiber optic components and integrated modules for communications equipment manufacturers and service providers in North America, Europe, and Asia."
AFSI,"AmTrust Financial Services, Inc., through its subsidiaries, underwrites and provides property and casualty insurance in the United States and internationally."
AGCO,"AGCO Corporation manufactures and distributes agricultural equipment and related replacement parts worldwide. It offers tractors, such as high horsepower tractors that are used on larger farms and cattle ranches for hay production; utility tractors, including two-wheel and all-wheel drive versions for small- and medium-sized farms, dairy, livestock, orchards, and vineyards; compact tractors for small farms and specialty agricultural industries, such as dairies, landscaping, and residential areas; and combines."
AGEN,"Agenus Inc., a biopharmaceutical company, is developing a portfolio of immuno-oncology candidates, including checkpoint modulators (CPMs), heat shock protein vaccines, and adjuvants."
AGII,"Argo Group International Holdings, Ltd. operates as an underwriter of specialty insurance and reinsurance products in the property and casualty market worldwide."
AGM,"Federal Agricultural Mortgage Corporation provides a secondary market for various loans made to borrowers in the United States. The company operates in three segments: Farm & Ranch, USDA Guarantees, and Rural Utilities."
AGN,"Allergan, Inc. operates as a multi-specialty health care company primarily in the United States, Europe, Latin America, and the Asia Pacific."
AGNC,American Capital Agency Corp. operates as a real estate investment trust (REIT).
AGO,"Assured Guaranty Ltd., through its subsidiaries, provides credit protection products to public finance, infrastructure, and structured finance markets in the United States and internationally."
AGNCP,American Capital Agency Corp. operates as a real estate investment trust (REIT).
AGX,"Argan, Inc., through its subsidiaries, offers a range of development, consulting, engineering, procurement, construction, commissioning, operations, and maintenance services to the power generation and renewable energy markets."
AGYS,"Agilysys, Inc., together with its subsidiaries, operates as a developer and marketer of proprietary enterprise software, services, and solutions for the hospitality industry in North America, Europe, and Asia."
AHC,A. H.
AHGP,"Alliance Holdings GP, L.P."
AHL,"Aspen Insurance Holdings Limited, through its subsidiaries, operates in insurance and reinsurance businesses worldwide. The companys Insurance segment offers property insurance lines comprising the United States (U."
AHPI,"Allied Healthcare Products, Inc. manufactures, markets, and distributes respiratory care products, medical gas equipment, and emergency medical products in Canada, Mexico, Central and South America, Europe, the Middle East, and the Far East."
AHS,"AMN Healthcare Services, Inc. provides healthcare workforce solutions and staffing services to healthcare facilities in the United States."
AHT,"Ashford Hospitality Trust, Inc. is a publicly owned real estate investment trust."
AI,"Arlington Asset Investment Corp., an investment firm, acquires mortgage-related and other assets."
AIG,"American International Group, Inc. provides insurance products and services for the commercial, institutional, and individual customers in the United States and internationally."
AIMC,"Altra Industrial Motion Corp. designs, produces, and markets electromechanical power transmission products worldwide."
AIQ,"Alliance HealthCare Services, Inc., together with its subsidiaries, provides outpatient diagnostic imaging and radiation therapy services in the United States."
AIR,"AAR CORP. provides products and services to aviation, government, and defense markets worldwide."
AIRM,"Air Methods Corporation, together with its subsidiaries, provides air medical emergency transport services and systems in the United States. The company operates in the Air Medical Services (AMS), Tourism, and United Rotorcraft (UR) segments."
AIRT,"Air T, Inc., through its subsidiaries, provides overnight air cargo, ground equipment sales, and ground support services in the United States and internationally."
AIT,"Applied Industrial Technologies, Inc. distributes industrial products for maintenance, repair, and operational needs, as well as original equipment manufacturing applications primarily in the United States, Canada, Australia, New Zealand, Mexico, and Puerto Rico."
AIV,"Apartment Investment and Management Company is a real estate investment trust. The firm engages in the acquisition, ownership, management, and redevelopment of apartment properties."
AIZ,"Assurant, Inc., through its subsidiaries, provides specialized insurance products and related services in North America, Latin America, Europe, and internationally."
AJG,Arthur J. Gallagher & Co.
AKR,"Acadia Realty Trust, a real estate investment trust (REIT), engages primarily in the ownership, acquisition, redevelopment, and management of retail properties in the United States. Its retail properties include neighborhood and community shopping centers, and mixed-use properties with retail components."
AKAM,"Akamai Technologies, Inc. provides cloud services for delivering, optimizing, and securing online content and business applications in the United States and internationally."
AKRX,"Akorn, Inc. manufactures and markets diagnostic and therapeutic ophthalmic pharmaceuticals, niche hospital drugs, and injectable pharmaceuticals in the United States and internationally."
AKS,"AK Steel Holding Corporation, through its subsidiary, AK Steel Corporation, produces flat-rolled carbon, stainless and electrical steel, and tubular products in the United States and internationally. It produces flat-rolled value-added carbon steels, including coated, cold-rolled, and hot-rolled carbon steel products; and specialty stainless and electrical steels in sheet and strip forms."
ALB,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals. It provides brominated and mineral based flame retardants under the Saytex, Martinal, and Magnifin brands that are used in plastic enclosures for consumer electronics, printed circuit boards, wire and cable, electrical connectors, textiles, and foam insulation; and plastic and other additives, such as curatives, antioxidants, and stabilizers under the Ethacure and Ethanox brands."
ALCO,"Alico, Inc., together with its subsidiaries, operates as an agribusiness and land management company in the United States."
ALCS,"ALCO Stores, Inc. operates as a regional broad line retailer in the central United States."
ALE,"ALLETE, Inc., together with its subsidiaries, generates, transmits, and distributes electricity in the United States."
ALGT,"Allegiant Travel Company, a leisure travel company, focuses on the provision of travel services and products to residents of small cities in the United States. The company offers scheduled air transportation on limited frequency nonstop flights between small city markets and leisure destinations."
ALIM,"Alimera Sciences, Inc., a biopharmaceutical company, is engaged in the research, development, and commercialization of prescription ophthalmic pharmaceuticals."
ALGN,"Align Technology, Inc. operates as a medical device company primarily in the United States and internationally."
ALJ,"Alon USA Energy, Inc. operates as an independent refiner and marketer of petroleum products primarily in the South Central, Southwestern, and the Western regions of the United States."
ALK,"Alaska Air Group, Inc., through its subsidiaries, provides passengers and cargo air transportation services in the United States."
ALKS,"Alkermes Public Limited Company, an integrated biopharmaceutical company, develops medicines that enhance patient outcomes. The company offers RISPERDAL CONSTA for schizophrenia and bipolar I disorder; INVEGA SUSTENNA to treat schizophrenia; AMPYRA/FAMPYRA to treat multiple sclerosis; BYDUREON to treat type II diabetes; VIVITROL for alcohol and opioid dependence; TRICOR, LIPANTHYL, LIPIDIL, and SUPRALIP to lower cholesterol; ZANAFLEX for muscle spasticity; AVINZA for moderate to severe pain; EMEND to treat nausea associated with chemotherapy and surgery; and FOCALIN XR and RITALIN LA for attention deficit and hyperactivity disorder."
ALL,"The Allstate Corporation, through its subsidiaries, provides personal property and casualty insurance, life insurance, and retirement and investment products primarily in the United States. The companys Allstate Protection segment sells private auto and homeowners insurance products under the Allstate, Encompass, Esurance brand names."
ALG,"Alamo Group Inc. designs, manufactures, and sells agricultural equipment and infrastructure maintenance equipment for governmental and industrial use primarily in the United States, the United Kingdom, France, Canada, and Australia."
ALEX,"Alexander & Baldwin, Inc., together with its subsidiaries, primarily provides real estate development and leasing services."
ALLB,"Alliance Bancorp, Inc. of Pennsylvania operates as the bank holding company for Alliance Bank that provides various savings bank services in Pennsylvania."
ALOG,"Analogic Corporation, a technology company, designs, manufactures, and sells medical imaging and security systems and subsystems to original equipment manufacturers and end users in the healthcare and airport security markets worldwide. The company operates in three segments: Medical Imaging, Ultrasound, and Security Technology."
ALNY,"Alnylam Pharmaceuticals, Inc., a biopharmaceutical company, is engaged in discovering, developing, and commercializing novel therapeutics based on RNA interference (RNAi)."
ALR,"Alere Inc. provides diagnostics and services for cardiology, infectious disease, toxicology, and diabetes in the United States and internationally."
ALOT,"Astro-Med, Inc. designs, develops, manufactures, and distributes various specialty printers, and data acquisition and analysis systems in the United States."
ALSE,"Alseres Pharmaceuticals, Inc., a development stage biotechnology company, focuses on the development of diagnostic products primarily for disorders in the central nervous system."
ALSK,"Alaska Communications Systems Group, Inc. provides integrated communications services to business and consumer customers primarily in Alaska."
ALSN,"Allison Transmission Holdings, Inc. and its subsidiaries design, manufacture, and sell commercial and defense automatic transmissions for medium- and heavy-duty commercial vehicles, and medium- and heavy-tactical U."
ALTI,"Altair Nanotechnologies Inc. develops, manufactures, and sells nano lithium titanate batteries and energy storage systems primarily in the United States and China."
ALV,"Autoliv, Inc., through its subsidiaries, develops, manufactures, and supplies automotive safety systems to the automotive industry worldwide."
ALTR,"Altera Corporation, a semiconductor company, designs, manufactures, and sells programmable logic devices (PLD), HardCopy application-specific integrated circuit (ASIC) devices, power system-on-chip devices (PowerSoCs), pre-defined design building blocks, and proprietary development software. The company offers PLDs, including field-programmable gate arrays (FPGAs) and complex programmable logic devices (CPLDs), which are standard semiconductor integrated circuits or chips to perform desired logic functions in the electronic systems; HardCopy ASIC devices that offer customers a migration path from a PLD to high-volume, non-programmable implementation of their designs; and PowerSoCs, which simplify and drive the miniaturization of power circuitry in the electronic systems."
ALXA,"Alexza Pharmaceuticals, Inc., a pharmaceutical company, focuses on the research, development, and commercialization of novel proprietary products for the acute treatment of central nervous system conditions worldwide."
ALXN,"Alexion Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes life-transforming therapeutic products."
AMAG,"AMAG Pharmaceuticals, Inc. develops and commercializes specialty pharmaceutical products."
AMAT,"Applied Materials, Inc. provides manufacturing equipment, services, and software to the semiconductor, flat panel display, solar photovoltaic (PV), and related industries worldwide."
ALX,"Alexanders, Inc., a real estate investment trust (REIT), engages in leasing, managing, developing, and redeveloping properties in the greater New York City metropolitan area."
AMBA,"Ambarella, Inc. develops semiconductor processing solutions for video that enable high-definition (HD) video capture, sharing, and display worldwide."
AMBT,"Ambient Corporation designs, develops, and sells communications and applications platform for utilities and other grid managers. The companys Ambient Smart Grid communications platform enables utilities to deploy and integrate multiple smart grid applications and technologies, in parallel on a single communications infrastructure, supporting smart metering, distribution automation, distribution management, demand response, distributed generation, and others."
AMCC,"Applied Micro Circuits Corporation provides connectivity and computing solutions in the United States and internationally. The company offers X-Gene, a server on a chip product for use in cloud data center, computing, and enterprise applications; and embedded computing products that are applied in control- and data-plane functionality, wireless access points, residential gateways, wireless base stations, storage controllers, network attached storage, network switches and routing products, and multi-function printers."
AMCF,"Andatee China Marine Fuel Services Corporation, through its subsidiaries, engages in the production, storage, distribution, and trading of blended marine fuel oil for cargo and fishing vessels in the Peoples Republic of China. It also produces customer specific products using its proprietary blending technology."
AMCX,"AMC Networks Inc. owns and operates various cable televisions brands delivering content to audiences, and a platform to distributors and advertisers in the United States and internationally."
AMD,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide."
AME,"AMETEK, Inc. manufactures and sells electronic instruments and electromechanical devices in North America, Europe, Asia, and South America."
AMED,"Amedisys, Inc., together with its subsidiaries, provides home health and hospice care services."
AMG,"Affiliated Managers Group, Inc., through its affiliates, operates as an asset management company providing investment management services to mutual funds, institutional clients, and high net worth individuals in the United States."
AMGN,"Amgen Inc., a biotechnology company, discovers, develops, manufactures, and delivers human therapeutics in the areas of oncology, hematology, inflammation, bone health, nephrology, cardiovascular, and general medicine worldwide."
AMIC,"American Independence Corp., through its subsidiaries, is engaged in the health insurance and reinsurance businesses in the United States."
AMID,"American Midstream Partners, LP is engaged in gathering, treating, processing, and transporting natural gas primarily in the Gulf Coast and Southeast regions of the United States. Its primary assets are located in Alabama, Georgia, Louisiana, Maryland, Mississippi, Tennessee, and Texas, which provide infrastructure that link producers and suppliers of natural gas to various natural gas and natural gas liquids (NGL) markets."
AMIN,"American International Industries Inc. holds interests in industrial, oil and gas, oilfield supply and service, and undeveloped real estate companies in the United States."
AMKR,"Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States and internationally."
AMNB,American National Bankshares Inc. operates as the bank holding company for American National Bank and Trust Company that provides financial products and services to individuals and businesses in Virginia and North Carolina.
AMOT,"Allied Motion Technologies Inc. designs, manufactures, and sells motors, electronic motion controls, gearing, and optical encoder products worldwide."
AMP,"Ameriprise Financial, Inc., through its subsidiaries, provides a range of financial products and services in the United States and internationally."
AMPE,"Ampio Pharmaceuticals, Inc., a development stage biopharmaceutical company, develops therapies for the treatment of prevalent inflammatory conditions in the United States."
AMRB,"American River Bankshares operates as the holding company for American River Bank that provides commercial banking services to small to mid-sized businesses in California. It offers deposit products, including checking and savings deposits, money market deposit accounts, and certificates of deposit."
AMRC,"Ameresco, Inc. provides energy efficiency solutions for facilities primarily in North America."
AMRE,"AmREIT, Inc. operates as a real estate investment trust (REIT) in the United States."
AMRI,"Albany Molecular Research, Inc., a contract research and manufacturing company, provides integrated drug discovery, development, and manufacturing services primarily in the United States, Europe, and Asia."
AMRS,"Amyris, Inc., a renewable products company, provides various alternatives to a range of petroleum-sourced products for the specialty chemical and transportation fuel markets worldwide."
AMSC,"American Superconductor Corporation provides megawatt-scale solutions worldwide. The company operates in two segments, Wind and Grid."
AMSF,"AMERISAFE, Inc., an insurance holding company, markets and underwrites workers compensation insurance for small to mid-sized employers engaged in construction, trucking, manufacturing, oil and gas, agriculture, maritime, and logging industries."
AMS,"American Shared Hospital Services, together with its subsidiaries, leases radiosurgery and radiation therapy equipment to health care providers. The company offers its radiosurgery equipment for the Gamma Knife stereotactic radiosurgery, a non-invasive procedure for the treatment of malignant and benign brain tumors; arteriovenous malformations; and functional disorders, including trigeminal neuralgia."
AMSG,"AmSurg Corp., through its subsidiaries, acquires, develops, and operates ambulatory surgery centers (ASC) in partnership with physicians in the United States."
